date;text
2020-11-22 20:21:29;der #tatort ist heute so unfassbar bräsig inszeniert, dass er als schlafmittel fast verschreibungspflichtig wäre.
2020-11-22 20:21:24;ein automatik ist einfacher zu fahren. damit kommt die dame viel schneller in die naechste schaufensterscheibe. #tatort
2020-11-22 20:21:24;ich wünsche mir, dass die monika ein anderes kleid anzieht. die kombination aus streifen, anderen streifen und kreisen lenkt mich zu sehr vom fall ab. #tatort
2020-11-22 20:21:24;#tatort ... dank corona wohl wenig komparsen unterwegs ...
2020-11-22 20:21:23;"super verkäufer gespräch 
#tatort https://t.co/up5zx49dij"
2020-11-22 20:21:22;murot ... fahr den wagen vor! #tatort
2020-11-22 20:21:22;rt @darth_lehrer: 🎶griechischer wein... *klirr*... ist so wie das blut der erde... *schepper * schenk nochmal ein...! 🎶 #tatort
2020-11-22 20:21:09;ein ro 80!! es lohnt sich wenigstens wg der autos, den #tatort zu sehen
2020-11-22 20:21:08;"rt @derplutz: ""das ist ein automatik. der hupt von ganz alleine!"" #tatort"
2020-11-22 20:21:05;"der gartenzwerg war’s!
#tatort"
2020-11-22 20:21:04;die frauen haben es also mittlerweile heraus: murot ist walter. #tatort
2020-11-22 20:21:03;so kann abschalten! war so schön im hintergrund nicht zu sehen #tatort und hab mich 1 jahr drauf gefreut! ansonsten ist der tatort echt bescheiden
2020-11-22 20:21:02;irre wende: die unfallfahrerin ist die alte dame, die bei walter einen neuen wagen kaufen will. #tatort
2020-11-22 20:21:01;die texte mit der oma sind doch von max gold ! sicher! #tatort
2020-11-22 20:20:59;die hupe hat sie schon mal allein gefunden #tatort
2020-11-22 20:20:57;"gute autohändler verkaufen autos auch an menschen, die keinen führerschein haben und noch nie in einem auto gesessen haben.
#tatort"
2020-11-22 20:20:56;murot. der geborene autoverkäufer. #tatort
2020-11-22 20:20:54;die junge dame hätte sicher gerne einen rollator. #tatort
2020-11-22 20:20:52;oh gott! lass sie doch nicht allein in dem auto. gleich wirst du doch noch überfahren … #tatort
2020-11-22 20:20:52;"""das ist ein automatik. der hupt von ganz alleine!"" #tatort"
2020-11-22 20:20:48;"&lt;-- mitglied im magda-wächter-fanclub
#tatort"
2020-11-22 20:20:47;hach, die alte dame ist goldig. #tatort
2020-11-22 20:20:47;"habe heute den murot-tatort ausgelassen. obwohl ich ""im schmerz geboren"" für den besten halte. aber warum hat ulrich tukur in ""ökozid"" mitgewirkt? habe ich etwas verpasst?"
2020-11-22 20:20:46;langsam wird es kompliziert mit den verhältnissen 😆#tatort
2020-11-22 20:20:42;automatik mit hupe! #tatort
2020-11-22 20:20:33;rt @_is_back_: #tatort der schlechteste tatort seit jahren, wenn nicht seit jahrzehnten. vormittagsprogramm für 6-10 jährige
2020-11-22 20:20:29;@sudelheft und welcher #tatort war der erste?
2020-11-22 20:20:27;ist ein automatik, der hupt auch alleine.😂 #tatort
2020-11-22 20:20:25;@dionysosiz mein mann sagt, die hatten ein verhältnis und weil murot nicht auf sie eingegangen ist.....zack! enttarnt!
2020-11-22 20:20:24;den ehemann überfahren und dann mit einer besseren ausgabe weiterleben. ich finde: top konzept! #tatort
2020-11-22 20:20:20;walters ehefrau ist vielleicht auch ne doppelgängerin, die scheint tomaten auf  den augen zu haben #tatort
2020-11-22 20:20:19;die einzelstützen haben es den schauspielern bei diesem mixed aber auch unnötig schwer gemacht 🤗. #tatort #tennistatort https://t.co/2wvyziykjy
2020-11-22 20:20:19;#tatort ist der gartenzwerg wirklich dahin gelaufen?
2020-11-22 20:20:18;#tatort das kann kein zufall sein, dass ich heute zu meinem ersten integrationstatort als griechin eine folge sehe, in der udo jürgens griechischer wein singt. impossible.
2020-11-22 20:20:17;macht da jeder mit jedem rum? #tatort
2020-11-22 20:20:16;so langsam fallen die masken. #tatort
2020-11-22 20:20:14;@ddideldum nach coronazeit!! #tatort
2020-11-22 20:20:13;"und wir biegen in die zielgerade ein...
#tatort"
2020-11-22 20:20:09;ja, sperr ihn aus! zum glück weiß er nicht, wo du wohnst. #tatort
2020-11-22 20:20:02;dieses kleid! dieses kleid! #tatort
2020-11-22 20:20:01;rt @_is_back_: #tatort der schlechteste tatort seit jahren, wenn nicht seit jahrzehnten. vormittagsprogramm für 6-10 jährige
2020-11-22 20:20:00;"wer sich wundert, woher er/sie birgit kennt: von cobra11 - die autobahnpolizei. bitteschön 

#tatort"
2020-11-22 20:19:58;da wanderten ihre finger gen italien...  #tatort
2020-11-22 20:19:58;"#tatort

von  anfang an unlogischer tatort - boenfeld wurde in der kleidung von morot getötet - also geschah ein mord an morot, nicht an boenfeld - der täter müßte also unter den murot zu suchen sein, nicht unter den boenfeld leuten - alles andere ist soooooo unlogisch"
2020-11-22 20:19:57;🎶griechischer wein... *klirr*... ist so wie das blut der erde... *schepper * schenk nochmal ein...! 🎶 #tatort
2020-11-22 20:19:56;"die fremde schnallt das, die eigene frau aber nicht. irgendwie unglaubwürdig und idk. 
#tatort"
2020-11-22 20:19:53;"solangsam kommt alles ans licht
#tatort"
2020-11-22 20:19:48;dieses testbild-kleid #tatort #ard777
2020-11-22 20:19:48;alle frauen lieben tukor? 😜 #tatort
2020-11-22 20:19:38;eine frau in so einem kleid muss man einfach küssen ... 😂 #tatort
2020-11-22 20:19:38;wird’s eigentlich einmal spannend auch? #tatort
2020-11-22 20:19:35;also gäbe es einen deutschen james bond wäre ulrich tukur perfekt dafür. #tatort
2020-11-22 20:19:35;partys wie bei rivalen der rennbahn #tatort
2020-11-22 20:19:34;#tatort jetzt wird es ja doch spannend! weiß monika denn auch bescheid 🤔ne
2020-11-22 20:19:27;#tatort ich stelle mir gerade vor, wie traumatisierend murots aktion im echten leben für alle beteiligten wäre. die psychotherapeutinnen in der ganzen stadt hätten für jahre ausgesorgt.
2020-11-22 20:19:25;nach über einer stunde gibt es gerade die erste unterhaltung, die aus mehreren zusammenhängen sätzen besteht  #tatort
2020-11-22 20:19:25;#dieferiendesmonsieurmurot wie viele anspielungen auf andere filme o.ä. enthält dieser #tatort eigentlich?😅😂
2020-11-22 20:19:23;bin verwirrt. #tatort
2020-11-22 20:19:22;na, da hat doch jemand eine rote 1 ins kennzeichen geschmuggelt.  #tatort
2020-11-22 20:19:21;rt @joreinhardt: darf ein murot #tatort nur im sommer spielen? oder hat er keine anderen klamotten.
2020-11-22 20:19:20;gedenken verlangt übrigens #genitiv #tatort @ardde 🤦
2020-11-22 20:19:19;ein autohändler, der gerne zu fuß geht #tatort
2020-11-22 20:19:17;dieses viele weiß da. upperclass cis men at its best. #tatort
2020-11-22 20:19:15;lauter bekannte gesichter. #tatort
2020-11-22 20:19:15;"ich kann mir immer noch nicht vorstellen, dass es die ehefrau ist. das wäre - zu einfach?
#tatort #wiesbaden #taunus"
2020-11-22 20:19:12;die kriminellen energien der gutbürgerlichen vorstadt. #tatort
2020-11-22 20:19:04;"rt @herrklamauk: ""nehmen sie bitte ihre finger von meinem genital. danke."" #tatort"
2020-11-22 20:19:01;darf ein murot #tatort nur im sommer spielen? oder hat er keine anderen klamotten.
2020-11-22 20:19:01;"rt @astridcarolus: die tabletten gegen kompliziertheit!
hoffentlich bald im #tatort- fanshop."
2020-11-22 20:18:53;#tatort ... noch 32 minuten ...
2020-11-22 20:18:53;der heutige #tatort ist nur noch eine line koks und eine russische diplomaten-tochter von einer österreichischen  staatsaffäre  entfernt.
2020-11-22 20:18:52;ich gab nicht aufgepasst. wie hat sie es rausgefunden? #tatort
2020-11-22 20:18:43;"rt @tatort: bei walters top cars könnte das wahlkampfteam von trump übrigens auch super eine pk machen.

#tatort"
2020-11-22 20:18:42;bipolare freundschaften?! #tatort
2020-11-22 20:18:40;#tatort ich brauche auch tabletten. also jetzt keine schlaftabletten eher so das gegenteil.
2020-11-22 20:18:36;"die tabletten gegen kompliziertheit!
hoffentlich bald im #tatort- fanshop."
2020-11-22 20:18:36;"rt @tatort: tatort-party-soundtrack: 

griechischer wein – udo jürgens
chiquitita – abba 

#tatort"
2020-11-22 20:18:34;"""nehmen sie bitte ihre finger von meinem genital. danke."" #tatort"
2020-11-22 20:18:28;"dich nicht. 

wow!

#tatort"
2020-11-22 20:18:27;voll unrealistisch. denen wäre doch schon längst aufgefallen, dass der autohausverkäufer walter exakt aussieht wie der tv-star und #tatort ermittler ulrich tukur.
2020-11-22 20:18:26;"deutsche google
#tatort https://t.co/f0ippxqcpt"
2020-11-22 20:18:21;"endlich eine, die den schwindel merkt.
 #tatort"
2020-11-22 20:18:18;"udo jürgens &amp; abba
#tatort
ich konnte es erst nicht glauben"
2020-11-22 20:18:18;lüsterne vorstadtweiber #tatort
2020-11-22 20:18:17;"""hat sie gesagt, dass sie mich umbringen möchte?""
""walter ja, dich nicht.""
damit wäre das versteckspiel von murot zu ende.
#tatort #wiesbaden #taunus"
2020-11-22 20:18:17;walter boenfeld ist ein heißer hecht und frauenheld ... #tatort
2020-11-22 20:18:16;die psychiaterin als komplizin. wenn das mal gut geht. #tatort
2020-11-22 20:18:14;"komplimente an der gardrobenauswahl
#tatort"
2020-11-22 20:18:12;"schleimige gartenparty, gartenzwerge mit namen und ""griechischer wein"" im hintergrund.

nichts sagt mehr über deutsche bräsigkeit in reinster form als dieser #tatort."
2020-11-22 20:18:10;felix murot fühlt sich heute wie walter boenfeld #tatort
2020-11-22 20:18:08;#tatort 90er zdf farben und musik im ard. chapeau.
2020-11-22 20:18:05;was ist das denn für ne milf?  #tatort
2020-11-22 20:18:02;"übrigens:
der dativ ist dem genitiv sein tod!

es handelt sich hierbei um einen besonders heimtückischen mord, zumal er oft unbemerkt geschieht...

#tatort
#gedenken"
2020-11-22 20:17:59;"autoverkäufer müsste man sein...da geht ja so einiges 
#tatort 
#schnacksel
#jeollerjedoller"
2020-11-22 20:17:58;„griechischer wein“ von udo jürgens? kommt jetzt auch noch eine zeitreise  in die 1970er jahre? #tatort
2020-11-22 20:17:57;"- wenn die tabletten ihr schaden, anstatt zu helfen, wäre das ein verbrechen?
- äh… ja?

 #tatort

^elch"
2020-11-22 20:17:56;"sie hats geschnallt! 
#tatort"
2020-11-22 20:17:54;die cobra11 tante hat das sofort erkannt. #tatort
2020-11-22 20:17:51;jetzt fehlen nur noch die rhythmusboys #tatort
2020-11-22 20:17:51;lehre aus dem heutigen #tatort. befreit alle gartenzwerge! jetzt!
2020-11-22 20:17:51;humoriger und stimmungsvoller film, tukur geht in seiner doppelrolle sichtlich auf. jedenfalls der nächste sehenswerte experimentelle tatort! #tatort #murot
2020-11-22 20:17:48;ich versuche mir gerade vorzustellen, welches publikum wohl auf einer dinnerparty udo jürgens und abba spielen würde. #tatort
2020-11-22 20:17:48;rt @vos_tina: trau keinen verheirateten vorstadtfrauen in magenta. #tatort
2020-11-22 20:17:44;"die ist wohl nicht mehr mit dem von der autobahnpolizei zusammen?

#tatort"
2020-11-22 20:17:44;"so viele frauen bekommt man nicht so schnell aufeinmal! 
#tatort"
2020-11-22 20:17:42;boah! der gebrauchtwagenhändler ist ja schwer gefragt auf dem hessischen land!! #tatort
2020-11-22 20:17:37;rt @_is_back_: #tatort der schlechteste tatort seit jahren, wenn nicht seit jahrzehnten. vormittagsprogramm für 6-10 jährige
2020-11-22 20:17:37;der tatort spielt aber schon in der gegenwart und nicht in einer komischen mélange aus den 70ern und 80ern? #tatort
2020-11-22 20:17:35;kein scherz: im ersten semester (germanistik) wurde ich mehrfach für einen typen namens tobias gehalten, der damals offenbar informatik-tutorien anbot. #tatort
2020-11-22 20:17:35;"nach gefühlten 40 jahren mal wieder einen #tatort verfolgt 

wusste gar nicht, dass das zu einer komödie mutierte 

#komischegedanken"
2020-11-22 20:17:34;trau keinen verheirateten vorstadtfrauen in magenta. #tatort
2020-11-22 20:17:26;was ist das für eine gesellschaftsschicht, in der man jeden zweiten tag auf ner anderen gartenparty rumhängt, weiße leinenanzüge trägt und „griechischer wein“ aus den lautsprechern schallt, was alle ok zu finden scheinen? #tatort
2020-11-22 20:17:26;als ob jetzt jede frau auf murot steht man 🤦🏻‍♀️ #tatort https://t.co/kj6doajzil
2020-11-22 20:17:21;zielonka ist der mörder! #tatort
2020-11-22 20:17:19;"was für ein fieses nest.
 #tatort"
2020-11-22 20:17:18;#tatort mein gott, walter !
2020-11-22 20:17:18;"""tabletten gegen ihre kompliziertheit..."" #tatort"
2020-11-22 20:17:17;"tabletten gegen die kompliziertheit.....

#tatort #ard"
2020-11-22 20:17:11;oh die liebschaft vergessen, das ärgert die buhlschaft #tatort
2020-11-22 20:17:10;tabletten gegen kompliziertheit. wer braucht sie nicht? #tatort
2020-11-22 20:17:08;das beste am heutigen  #tatort ist der #twitter -verlauf. #danke
2020-11-22 20:17:05;#tatort mein gott, walter! https://t.co/yat6m70c8f
2020-11-22 20:17:05;rt @peach_ferstl: udo jürgens! die gesellschaft hat stil.  #tatort
2020-11-22 20:17:04;rt @mari_dahl: so ein guter tatort und jetzt singt auch noch udo jürgens! nur das beste schneiden sie raus... naja, dann eben hier: „grieee…
2020-11-22 20:16:57;der mann, der in ruhe sprechen wollte...is nich #tatort
2020-11-22 20:16:57;#tatort sie kamen aus dem badezimmer?
2020-11-22 20:16:56;bei griechischer wein bin ich sofort aufgewacht. danke #tatort
2020-11-22 20:16:54;ohne brille kann er das auch nicht lesen - wetten? 🤓#tatort
2020-11-22 20:16:52;griechischer wein oder wie ich es nenne: hoffentlich knallt der glühwein bald genug. #tatort
2020-11-22 20:16:52;warum wird tennis wieder als der edle sport im #tatort gezeigt in all whites und sekt? also wir spielen ja nur mit bier auf dem platz.
2020-11-22 20:16:50;das hemd vom zielonka kommt auch direkt aus der (80er) hölle 🙈#tatort
2020-11-22 20:16:49;der tukur säuft #tatort
2020-11-22 20:16:48;walter lässt nix anbrennen..  #tatort
2020-11-22 20:16:47;jetzt übertreiben die aber. #udojürgens #tatort
2020-11-22 20:16:47;der soundtrack entwickelt sich auch #griechischerwein #tatort
2020-11-22 20:16:47;"@herrklamauk ""und dein..."" [keuch] ""..dein takt...""
#tatort"
2020-11-22 20:16:44;wir haben es alle gewusst #tatort
2020-11-22 20:16:44;"da saßen männer mit braunen augen und schwarzem haar
🎵 
grieeeeechischer weiiiiinnnn
ist so wie das blut der erde
komm schenk mir ein

#tatort"
2020-11-22 20:16:40;und zack, haste auch noch ein verhältnis am hals. #tatort
2020-11-22 20:16:40;"bei tageslicht spielt man nicht „griechischer wein“ und auch keine sentimentalen abba-songs. 

#tatort"
2020-11-22 20:16:39;der gartenzwerg wars!! #tatort
2020-11-22 20:16:31;"danke, #tatort! das wird jetzt mein ohrwurm. bis zum ende der corona-pandemie. 

#griechischerwein, ich geh kaputt …"
2020-11-22 20:16:30;so ein guter tatort und jetzt singt auch noch udo jürgens! nur das beste schneiden sie raus... naja, dann eben hier: „grieeechischer weeeeeiiiiin!“ #tatort
2020-11-22 20:16:29;udo jürgens! die gesellschaft hat stil.  #tatort
2020-11-22 20:16:28;nicht für ungut mir ist grad übel #tatort
2020-11-22 20:16:28;ich habe die ganze zeit gehofft dass da was läuft. #tatort
2020-11-22 20:16:26;großes lob an die ausstattung: die späten 1970er konserviert. #tatort
2020-11-22 20:16:24;jetzt auch noch udo jürgens und abba. uns wird aber heute ganz schön was abverlangt.#tatort
2020-11-22 20:16:22;musikauswahl sehr passend #tatort
2020-11-22 20:16:20;es sollten mehr weiße jackets getragen werden. #tatort
2020-11-22 20:16:20;#tatort in welchem jahr spielt der tatort eigentlich?
2020-11-22 20:16:20;okay, so eine gartenparty vermisst jetzt keiner, oder? oder?! #tatort
2020-11-22 20:16:20;@wortsee moment, ist das udo jürgens? #tatort
2020-11-22 20:16:19;noch vermisst sie den ehering nicht.. #tatort
2020-11-22 20:16:19;"ne, affäre hat er auch noch! 

#tatort"
2020-11-22 20:16:16;#tatort es geht hier um die seinsfindung. kriegt dieser tatort wieder den deutschen fernsehpreis? und wo nimmt ulrich tukur den entgegen? in der sauna? und kriegt walter auch einen? 🙂
2020-11-22 20:16:14;"das ist nachhaltigkeit! seit 45 jahren in den gartenparty-playlists: griechischer wein! 

#tatort"
2020-11-22 20:16:13;#tatort das muss wirklich schlimm sein, wenn einen kaum jemand kennt...🤔
2020-11-22 20:16:11;soviel alkohol und zigaretten gab's das letzte mal bei schimanski. #tatort
2020-11-22 20:16:09;ich liebe es, wie souverän meine twittertimeline einfach von #dbdk20 in #tatort rübergeglitten ist.
2020-11-22 20:16:07;"""es war schon dunkel als ich durch vorstadtstraßen heimwärts ging...""
na? beim wem zuckt das tanzbein? 🎶
#tatort #wiesbaden #taunus"
2020-11-22 20:16:05;griechischer wein....ich brauche dringend mehr alkohol #tatort #ard777
2020-11-22 20:16:04;griechischer wein, jetzt ist der #tatort klasse
2020-11-22 20:16:04;für eine echte party mit menschen würde ich sogar griechischer wein akzeptieren. #tatort
2020-11-22 20:16:03;coole klamotten überall ... 😂 #tatort
2020-11-22 20:16:02;@akira_86 biber niemand guckt einen murot tatort!
2020-11-22 20:16:02;die musik wieder erste sahne: griechischer wein! #tatort
2020-11-22 20:16:01;#tatort kriesch isch noch wein?
2020-11-22 20:16:00;griechischer wein 🍷🥰 #tatort
2020-11-22 20:15:58;"ach wie schön! griechischer wein!
oppa udo!
#tatort"
2020-11-22 20:15:57;#murot #tatort wieder eine filmperle.
2020-11-22 20:15:56;#tatort  ... griechischer wein ... oder kriech isch keinen ...
2020-11-22 20:15:56;#tatort gelegenheit macht diebe! - endlich urlaubsfeeling
2020-11-22 20:15:54;griechischer wein. könnte die melodie zum themenabend werden #tatort
2020-11-22 20:15:53;"@horn ich kenn da ne gruppe: doppelgänger anonymous. 🤣
#tatort"
2020-11-22 20:15:52;"tatort-party-soundtrack: 

griechischer wein – udo jürgens
chiquitita – abba 

#tatort"
2020-11-22 20:15:51;rt @ddideldum: ein leben wie aus dem bilderbuch. #tatort
2020-11-22 20:15:51;und jetzt alle: griiiichischer wein ... #tatort
2020-11-22 20:15:49;bei der musik hilft nur trinken. 🥂🍻🍷🥃🍹🍸#tatort
2020-11-22 20:15:48;leitende ermittler hat geschlechtsverkehr mit tatverdächtiger. kennt jeder verteidiger aus den akten. #tatort
2020-11-22 20:15:46;endlich gute filmmusik! #griechischerwein #tatort
2020-11-22 20:15:44;hach, so typisch, der autohändler und der versicherungsmakler. passt. #tatort
2020-11-22 20:15:42;sw ist mal wieder eine #tatort suchmaschine, die ich nicht kenne...
2020-11-22 20:15:41;besitzt die frau vom autohändler auch kleidungsstücke ohne streifen? #tatort
2020-11-22 20:15:41;sw die sichere suchmaschine, bitte aufnehmen in das 1x1 der neuen tatort browser #tatort
2020-11-22 20:15:39;machen die eigentlich noch was anderes als party? #tatort
2020-11-22 20:15:39;rt @frizzelwizzel: ich will nicht hr. tukur beim sex sehen. danke sehr #tatort
2020-11-22 20:15:37;versicherungsmakler und psychiaterin... sehr verdächtig #tatort
2020-11-22 20:15:37;searchweb, die sichere suchmaschine. google-klon nr. 1342 im #tatort.
2020-11-22 20:15:37;daher: unglaubwürdig. #tatort https://t.co/wfi6cyntr1
2020-11-22 20:15:34;ein leben wie aus dem bilderbuch. #tatort
2020-11-22 20:15:34;#tatort und #udojürgens. mehr geht nicht!!!
2020-11-22 20:15:29;@anjaluethy gefällt mir gut, dass ich mich für buch und twitter statt #tatort entschieden habe.
2020-11-22 20:15:28;udo jürgens begeistert. immer. #tatort
2020-11-22 20:15:27;"wer hat noch nicht bei ""searchweb"" gesucht? vielleicht braucht es da gute seo-spezialisten! #tatort"
2020-11-22 20:15:22;suchmaschine sw? ... schwarzes web? #tatort
2020-11-22 20:15:19;sw - neue suchmaschine vom hr 🤠#tatort
2020-11-22 20:15:14;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 20:15:11;voller körpereinsatz #tatort
2020-11-22 20:15:08;„sw. die sichere suchmaschine“ #tatort
2020-11-22 20:15:08;"""sw - die sichere suchmaschine"".
und ich trottel  benutze immer noch #google.
#tatort #wiesbaden #taunus"
2020-11-22 20:15:06;rt @peterssan: searchweb- da such ich immer nach @horn #tatort
2020-11-22 20:15:05;sie war mit ihrem ehemann so lange nicht mehr intim, dass sie nicht merkt, dass ihr gegenüber ein fremder ist #tatort
2020-11-22 20:15:03;gut, dass murot alleinstehend ist. sonst wäre das spielchen arg makaber und mit moni könnte er auch nicht ins bett. #tatort
2020-11-22 20:15:01;#tatort na ja gut, sie bereut jetzt was sie getan hat
2020-11-22 20:14:59;searchweb- da such ich immer nach @horn #tatort
2020-11-22 20:14:58;egal was rauskommt, den fall hat er doch verkackt, oder? mit frau bödefeld ... äh, boenfeld rummachen #tatort
2020-11-22 20:14:53;"ohoh. wenn er jetzt mit der ehefrau in die kiste geht muss die doch was merken.
#tatort"
2020-11-22 20:14:53;unter welchen straftatbestand fällt es eigentlich, wenn man sich als der toten ehemann ausgibt und sex mit der ehefrau hat. #tatort
2020-11-22 20:14:53;"somebody needed to hear this.

scheiß #tatort. wirklich. https://t.co/e03blf9gj2"
2020-11-22 20:14:52;"da war glaub kurz ein ford edsel zu sehen 😍 

#tatort"
2020-11-22 20:14:45;"mega plot-twist: murot selbst war der mörder! im vollsuff fuhr er auto, sah einen „geist“ und glaubte ihn überfahren zu müssen, um ihn loszuwerden.

#tatort

^elch"
2020-11-22 20:14:45;murot weint um sich selbst und denkt sich, lieber ne potenziell mordlustige ehefrau als gar keine. #tatort
2020-11-22 20:14:44;was, wenn seine frau gar nicht dem seine frau war?  #tatort
2020-11-22 20:14:44;rt @hollsteinm: du weißt, du hast ein problem, wenn die setdesigner des #tatort dein haus für das szenario „spießige 80er-jahre-fassaden-ps…
2020-11-22 20:14:43;kann murot geschlechtsverkehr? wurde das schon mal thematisiert?  #tatort
2020-11-22 20:14:43;zu meiner beerdigung kommen bestimmt mehr leute. ich werde nämlich freibier ausgeben. #tatort
2020-11-22 20:14:41;"identität stehlen, ok. eigenen tod vortäuschen, na gut. aber die frau eines verstorbenen knutschen, das geht ja mal nicht!
#tatort"
2020-11-22 20:14:40;das verlangen den #tatort zu gucken, ist am größten bei kindern, die noch zu jung sind, ihn zu sehen. nachdem die große einmal mitgeguckt hat, hat sie nie wieder danach gefragt, während der kleene sich angewöhnt hat, sonntags einfach nicht schlafen zu können...
2020-11-22 20:14:37;walter hat es in den #tatort geschafft ich sehe ständig autowerbung...
2020-11-22 20:14:36;"so kommt man tatsächlich zu einem zweiten ersten mal. 
merken. 
#tatort"
2020-11-22 20:14:36;genau! nach dem urlaub bitte normal zum dienst antreten, tot oder nicht tot! #tatort
2020-11-22 20:14:36;rt @mahafcib: er tut wirklich alles zur aufklärung des falls... #tatort
2020-11-22 20:14:35;"""walter, sag mal, ist er länger als sonst?"" #tatort"
2020-11-22 20:14:34;ich glaube er schläft und träumt das alles. #tatort
2020-11-22 20:14:34;#tatort hab vorher damen gambit auf netflix gesehen dagegen wirkt das wie schüler theater aus der vierten klasse
2020-11-22 20:14:32;gähn! #tatort
2020-11-22 20:14:32;"#tatort
dna abgleich vielleicht mal?"
2020-11-22 20:14:31;"du küsst und du riechst anders.

wann fällt das endlich?

#tatort"
2020-11-22 20:14:30;"jaja, die chance nutzen...
ist das nun ehebruch?!
#tatort"
2020-11-22 20:14:30;uiuiuiui murot - so kann man aber auch nur im urlaub ermitteln... #tatort
2020-11-22 20:14:30;alle hemden, die jürgen von der lippe jemals in der ard getragen hat, tauchen in diesem #tatort wieder auf.
2020-11-22 20:14:29;und ihr fällt nicht auf, dass er den ehering nicht trägt ? #tatort
2020-11-22 20:14:28;#tatort ... naja ... jetzt noch note 2-3
2020-11-22 20:14:27;"hat jemand zufällig schon nachgeschaut, ob tatort heute in den searchweb-trends ist?

#tatort https://t.co/8hpghnspak"
2020-11-22 20:14:26;"murot lässt's heute ja mal richtig knallen 😉
@ardtext777 #tatort"
2020-11-22 20:14:26;mein gott, walter! niemand weint bei seiner eigenen beerdigung! #tatort
2020-11-22 20:14:24;"walteeer, was machst du daa
#tatort"
2020-11-22 20:14:22;ich will nicht hr. tukur beim sex sehen. danke sehr #tatort
2020-11-22 20:14:21;rt @finejancannibal: das geht zu weit, murot!!! #tatort
2020-11-22 20:14:21;du weißt, du hast ein problem, wenn die setdesigner des #tatort dein haus für das szenario „spießige 80er-jahre-fassaden-pseudoidylle“ casten.
2020-11-22 20:14:20;#tatort murot beschläft seine eigene frau. also...
2020-11-22 20:14:17;rt @christianfill: wahre dichtkunst: „lass uns noch einen verlöten, vielleicht sind wir morgen schon flöten.“ #tatort
2020-11-22 20:14:13;er tut wirklich alles zur aufklärung des falls... #tatort
2020-11-22 20:14:11;"also nach der ""vielleicht bin ich gar nicht..., sondern manuel neuer"" wäre es jetzt höchste zeit für den murot - coca cola deal. #tatort https://t.co/qti1su7yuo"
2020-11-22 20:14:11;jetzt wirds unangenehm #tatort
2020-11-22 20:14:10;#tatortflirt mit dem falschen. sozusagen. #tatort
2020-11-22 20:14:10;"jetzt hammse auch noch sex!
#tatort"
2020-11-22 20:14:08;sagmal weinst du, oder ist das der regen, der von unserem undichten dach auf deine nasenspitze tropft? #tatort
2020-11-22 20:14:08;"sachmal!

#tatort"
2020-11-22 20:14:08;walther, du weinst ja. ich bin aber auch traurig. weil ich dich umgebracht habe. #tatort
2020-11-22 20:14:07;neu verliebt. dann tot. tragik.  #tatort
2020-11-22 20:14:02;#murot übernehmen sie die ehe und retten sie sie! #tatort
2020-11-22 20:14:02;@hervamitmosel @tatort kommt auf die pille drauf an (rot/blau) #matrix #tatort
2020-11-22 20:13:59;"in hawaiihemden ist das leben auch nicht nur lustig. solltet ihr jetzt mal verstanden haben.

#tatort"
2020-11-22 20:13:59;neue liebe #tatort
2020-11-22 20:13:58;"es gab eine zeit in ganz deutschland 🇩🇪, wo man sich über filme, wetten dass, talkshows, usw. unterhielt, die im @ard und @zdf zu sehen waren.

durch @gez, @netflixde @amazonfiretv, private sender, usw. ist das vorbei!

deshalb ist #tatort immer noch nicht so gut wie #derrick! 🙄"
2020-11-22 20:13:58;das geht zu weit, murot!!! #tatort
2020-11-22 20:13:58;aber murot, zügeln sie sich #tatort
2020-11-22 20:13:57;murot - das album. #tatort https://t.co/kqtlaiwwy8
2020-11-22 20:13:56;ok, jetzt baut er leider ab #tatort
2020-11-22 20:13:54;"""vertrauen sie mir. ich weiß, was ich tue!"" so sieht polizeiarbeit aus! #tatort https://t.co/hazuruhxti"
2020-11-22 20:13:51;"ob murot als autoverkäufer glücklich wird ...?
#tatort #wiesbaden #taunus"
2020-11-22 20:13:51;„du kommst noch mal zu deiner eigenen beerdigung zu spät.“ haben die lehrer früher immer zu mir in der schule gesagt. #tatort
2020-11-22 20:13:46;ich bin in wirklichkeit auch nicht dennis horn. ich bin harald winkler, versicherungsvertreter aus quadrath-ichendorf. #tatort
2020-11-22 20:13:45;"oh, er lässt sich verführen. 
#tatort"
2020-11-22 20:13:42;der gewandelte walter! #tatort
2020-11-22 20:13:39;@_is_back_ #tatort seit jahren nicht mehr eingeschaltet. nach schimansky nur noch linkes erziehungsfernsehen.
2020-11-22 20:13:36;"wenn’s jetzt auch noch schnackelt zwischen murot und der fremd- ehefrau, dann wissen wir, wie man eine tote ehe wiederbeleben kann. 
#tatort"
2020-11-22 20:13:35;"so, gleich ist der höhepunkt gekommen. und wir wieder wer der mörder ist

#tatort"
2020-11-22 20:13:33;eigentlich kann moni es nicht gewesen sein. sie muss doch wissen, dass ihr mann keinen weißen leinenanzug trägt. #tatort
2020-11-22 20:13:32;"du liebe zeit, ich habe es befürchtet.
#tatort"
2020-11-22 20:13:26;"die nächste ausrede gegen die ehelichen pflichten wird interessant. 

#tatort"
2020-11-22 20:13:26;"nennt man das eigentlich noch undercover ermittlung, oder ist das jetzt overcover?
 #tatort"
